"bike_id","city_id","time_start","lon_start","lat_start","lon_end","lat_end","station_id_start","station_id_end","battery_start","battery_end","duration","distance"
11092,438,1663414201.000000,8.775351,50.80807,8.752965,50.798656,4774360,4774459,,,1920.000000,1889.58915145
11092,438,1663416901.000000,8.752965,50.798656,8.770734,50.813691,4774459,6666288,,,600.000000,2086.62735827
11092,438,1663596481.000000,8.782821,50.805809,8.775351,50.80807,4774277,4774360,,,240.000000,582.00599083
11092,438,1663619401.000000,8.775351,50.80807,8.775086,50.827921,4774360,4774464,,,1020.000000,2207.41203276
11092,438,1663657081.000000,8.775086,50.827921,8.770734,50.813691,4774464,6666288,,,780.000000,1611.56896414
11092,438,1663668121.000000,8.770734,50.813691,8.775351,50.80807,6666288,4774360,,,600.000000,704.19820722
11092,438,1663673941.000000,8.775351,50.80807,8.769918,50.807063,4774360,4774567,,,300.000000,397.84408409
11092,438,1663674241.000000,8.769918,50.807063,8.76616,50.81395,4774567,13391528,,,600.000000,810.04410785
11092,438,1663688221.000000,8.76616,50.81395,8.769918,50.807063,13391528,4774567,,,420.000000,810.04410785
11092,438,1663927081.000000,8.769918,50.807063,8.76616,50.81395,4774567,13391528,,,420.000000,810.04410785
11092,438,1663935781.000000,8.76616,50.81395,8.773736,50.819957,13391528,4774470,,,4620.000000,854.06790214
11092,438,1663940881.000000,8.773736,50.819957,8.77375,50.818653,4774470,,,,660.000000,145.00171935
11092,438,1663943221.000000,8.77375,50.818653,8.773736,50.819957,,4774470,,,540.000000,145.00171935
11092,438,1663946341.000000,8.773736,50.819957,8.759248,50.804725,4774470,4774574,,,900.000000,1976.07536489
11092,438,1664002921.000000,8.759248,50.804725,8.752965,50.798656,4774574,4774459,,,300.000000,806.45782595
11092,438,1664023501.000000,8.752965,50.798656,8.775351,50.80807,4774459,4774360,,,1620.000000,1889.58915145
11092,438,1664027881.000000,8.775351,50.80807,8.774697,50.803751,4774360,4774562,,,300.000000,482.44537248
11092,438,1664028841.000000,8.774697,50.803751,8.762049,50.79527,4774562,4774549,,,360.000000,1295.94152693
11092,438,1664061061.000000,8.762049,50.79527,8.774681,50.822927,4774549,4774204,,,1260.000000,3200.84610295
11092,438,1664660641.000000,8.773266,50.801337,8.76406,50.80327,4774527,13391482,,,480.000000,681.7233183
11092,438,1664666881.000000,8.76406,50.80327,8.752965,50.798656,13391482,4774459,,,360.000000,933.3781063
11092,438,1664809261.000000,8.752965,50.798656,8.769634,50.806218,4774459,,,,600.000000,1441.95941478
11092,438,1664813281.000000,8.769634,50.806218,8.752965,50.798656,,4774459,,,600.000000,1441.95941478
11092,438,1664868061.000000,8.752965,50.798656,8.773736,50.819957,4774459,4774470,,,14100.000000,2782.11155066
11092,438,1664899501.000000,8.773736,50.819957,8.77305,50.808867,4774470,4774295,,,360.000000,1234.09491832
11092,438,1664900701.000000,8.77305,50.808867,8.773736,50.819957,4774295,4774470,,,600.000000,1234.09491832
11092,438,1664904421.000000,8.773736,50.819957,8.773266,50.801337,4774470,4774527,,,780.000000,2070.71572686
11092,438,1664911561.000000,8.773266,50.801337,8.762049,50.79527,4774527,4774549,,,420.000000,1037.59227247
11092,438,1664975701.000000,8.762049,50.79527,8.773931,50.807706,4774549,,,,600.000000,1615.38240622
11092,438,1664979182.000000,8.773931,50.807706,8.774681,50.822927,,4774204,,,779.000000,1693.32031904
11092,438,1664987101.000000,8.774681,50.822927,8.76616,50.81395,4774204,13391528,,,480.000000,1163.92880864
11092,438,1664996401.000000,8.76616,50.81395,8.775351,50.80807,13391528,4774360,,,600.000000,918.97713862
11092,438,1665042541.000000,8.775351,50.80807,8.770734,50.813691,4774360,6666288,,,360.000000,704.19820722
11092,438,1665068522.000000,8.770734,50.813691,8.772655,50.813735,6666288,,,,1619.000000,135.05412062
11092,438,1665072421.000000,8.772655,50.813735,8.756438,50.789508,,4774235,,,3360.000000,2925.07512557
11092,438,1665598501.000000,8.756438,50.789508,8.759248,50.804725,4774235,4774574,,,780.000000,1703.54223551
11092,438,1665600481.000000,8.759248,50.804725,8.769918,50.807063,4774574,4774567,,,360.000000,793.5697021
11092,438,1665602521.000000,8.769918,50.807063,8.775948,50.813203,4774567,4774305,,,540.000000,803.51863439
11092,438,1665676861.000000,8.775948,50.813203,8.770734,50.813691,4774305,6666288,,,480.000000,370.3240339
11092,438,1665679201.000000,8.770734,50.813691,8.779429,50.809813,6666288,4774503,,,480.000000,747.77477638
11092,438,1665779761.000000,8.779429,50.809813,8.77305,50.808867,4774503,4774295,,,2040.000000,460.39521594
11092,438,1665784141.000000,8.77305,50.808867,8.773736,50.819957,4774295,4774470,,,600.000000,1234.09491832
11092,438,1665787321.000000,8.773736,50.819957,8.775086,50.827921,4774470,4774464,,,540.000000,890.62030663
11092,438,1665834661.000000,8.775086,50.827921,8.775948,50.813203,4774464,4774305,,,720.000000,1637.68904634
11092,438,1665836701.000000,8.775948,50.813203,8.762144,50.798841,4774305,4774452,,,1200.000000,1868.49060443
11092,438,1665873061.000000,8.762144,50.798841,8.770734,50.813691,4774452,6666288,,,780.000000,1758.11364997
11092,438,1665890521.000000,8.770734,50.813691,8.781166,50.816653,6666288,4774485,,,960.000000,803.51208753
11092,438,1665906961.000000,8.781166,50.816653,8.770072,50.804277,4774485,4774368,,,1200.000000,1581.58244886
11092,438,1665916021.000000,8.770072,50.804277,8.782821,50.805809,4774368,4774277,,,720.000000,911.93666855
11092,438,1665923161.000000,8.782821,50.805809,8.775351,50.80807,4774277,4774360,,,240.000000,582.00599083
11092,438,1665928021.000000,8.775351,50.80807,8.770734,50.813691,4774360,6666288,,,420.000000,704.19820722
11092,438,1665939481.000000,8.770734,50.813691,8.774681,50.822927,6666288,4774204,,,600.000000,1063.77112013
11092,438,1665940081.000000,8.774681,50.822927,8.782821,50.805809,4774204,4774277,,,780.000000,1987.49432288
11092,438,1665985921.000000,8.782821,50.805809,8.770734,50.813691,4774277,6666288,,,900.000000,1220.41885494
11092,438,1665987601.000000,8.770734,50.813691,8.779429,50.809813,6666288,4774503,,,540.000000,747.77477638
11092,438,1666108261.000000,8.773736,50.819957,8.756796,50.836178,4774470,4774572,,,900.000000,2160.77512096
11092,438,1666153801.000000,8.756796,50.836178,8.773736,50.819957,4774572,4774470,,,780.000000,2160.77512096
11092,438,1666159561.000000,8.773736,50.819957,8.779429,50.809813,4774470,4774503,,,360.000000,1196.77689334
11092,438,1666168021.000000,8.779429,50.809813,8.773736,50.819957,4774503,4774470,,,300.000000,1196.77689334
11092,438,1666180381.000000,8.773736,50.819957,8.769918,50.807063,4774470,4774567,,,660.000000,1458.62712562
11092,438,1666189741.000000,8.769918,50.807063,8.753373,50.80245,4774567,39482836,,,420.000000,1270.76461783
11092,438,1666202401.000000,8.753373,50.80245,8.77305,50.808867,39482836,4774295,,,420.000000,1555.95845771
11092,438,1666202941.000000,8.77305,50.808867,8.775948,50.813203,4774295,4774305,,,180.000000,523.37513379
11092,438,1666207801.000000,8.775948,50.813203,8.774681,50.822927,4774305,4774204,,,420.000000,1084.918322
11092,438,1666215121.000000,8.774681,50.822927,8.762144,50.798841,4774204,4774452,,,840.000000,2819.38623197
11092,438,1666243381.000000,8.762144,50.798841,8.770072,50.804277,4774452,4774368,,,300.000000,822.06048524
11092,438,1666245601.000000,8.770072,50.804277,8.774241,50.810971,4774368,4774475,,,480.000000,799.91106113
11092,438,1666252681.000000,8.774241,50.810971,8.770734,50.813691,4774475,6666288,,,360.000000,390.11566964
11092,438,1666260781.000000,8.770734,50.813691,8.779429,50.809813,6666288,4774503,,,360.000000,747.77477638
11092,438,1666268821.000000,8.779429,50.809813,8.775351,50.80807,4774503,4774360,,,360.000000,345.93247624
11092,438,1666269661.000000,8.775351,50.80807,8.759248,50.804725,4774360,4774574,,,420.000000,1191.10408099
11092,438,1666296181.000000,8.759248,50.804725,8.770913,50.816997,4774574,,,,2100.000000,1591.80822719
11092,438,1666299481.000000,8.770913,50.816997,8.777366,50.81194,,39482783,,,240.000000,722.31445242
11092,438,1666339321.000000,8.777366,50.81194,8.773736,50.819957,39482783,4774470,,,360.000000,927.21198824
11092,438,1666367941.000000,8.773736,50.819957,8.762144,50.798841,4774470,4774452,,,1080.000000,2485.25660745
11092,438,1666377721.000000,8.762144,50.798841,8.759248,50.804725,4774452,4774574,,,720.000000,685.19457062
11092,438,1666386121.000000,8.759248,50.804725,8.769918,50.807063,4774574,4774567,,,360.000000,793.5697021
11092,438,1666388101.000000,8.769918,50.807063,8.770072,50.804277,4774567,4774368,,,1800.000000,309.97844458
11092,438,1666459081.000000,8.763266,50.795224,8.767953,50.77837,4774543,4774284,,,780.000000,1902.82569207
11092,438,1666461721.000000,8.767953,50.77837,8.77305,50.808867,4774284,4774295,,,1080.000000,3409.98817312
11092,438,1666462981.000000,8.77305,50.808867,8.769125,50.831596,4774295,62902963,,,1260.000000,2542.34865088
11092,438,1666498441.000000,8.769125,50.831596,8.756796,50.836178,62902963,4774572,,,900.000000,1004.61810853
11092,438,1666516981.000000,8.756796,50.836178,8.768531,50.829686,4774572,,,,1140.000000,1095.5870528
11092,438,1666520581.000000,8.768531,50.829686,8.756796,50.836178,,4774572,,,1080.000000,1095.5870528
11092,438,1666594021.000000,8.756796,50.836178,8.76616,50.81395,4774572,13391528,,,780.000000,2557.66317051
11092,438,1666597741.000000,8.76616,50.81395,8.769918,50.807063,13391528,4774567,,,600.000000,810.04410785
11092,438,1666600981.000000,8.769918,50.807063,8.772242,50.816058,4774567,14235672,,,480.000000,1013.4407472
11092,438,1666602721.000000,8.772242,50.816058,8.76616,50.81395,14235672,13391528,,,240.000000,487.3660007
11092,438,1666606381.000000,8.76616,50.81395,8.769125,50.831596,13391528,62902963,,,900.000000,1973.17116549
11092,438,1666610101.000000,8.769125,50.831596,8.772242,50.816058,62902963,14235672,,,780.000000,1741.56673686
11092,438,1666621141.000000,8.772242,50.816058,8.774697,50.803751,14235672,4774562,,,540.000000,1379.3066815
11092,438,1666704721.000000,8.774697,50.803751,8.77305,50.808867,4774562,4774295,,,480.000000,580.52719114
11092,438,1666710361.000000,8.77305,50.808867,8.766947,50.790362,4774295,4774539,,,840.000000,2101.89244447
11092,438,1666719541.000000,8.766947,50.790362,8.77305,50.808867,4774539,4774295,,,960.000000,2101.89244447
11092,438,1666720921.000000,8.77305,50.808867,8.775948,50.813203,4774295,4774305,,,240.000000,523.37513379
11092,438,1666722541.000000,8.775948,50.813203,8.775086,50.827921,4774305,4774464,,,840.000000,1637.68904634
11092,438,1666771501.000000,8.775086,50.827921,8.774241,50.810971,4774464,4774475,,,720.000000,1885.69115563
11092,438,1666773301.000000,8.774241,50.810971,8.775351,50.80807,4774475,4774360,,,300.000000,331.8717032
11092,438,1666775341.000000,8.775351,50.80807,8.777366,50.81194,4774360,39482783,,,240.000000,453.01736875
11092,438,1666793521.000000,8.777366,50.81194,8.773736,50.819957,39482783,4774470,,,480.000000,927.21198824
11092,438,1666798981.000000,8.773736,50.819957,8.762144,50.798841,4774470,4774452,,,660.000000,2485.25660745
11092,438,1666800721.000000,8.762144,50.798841,8.769918,50.807063,4774452,4774567,,,420.000000,1065.03580713
11092,438,1666801382.000000,8.769918,50.807063,8.762144,50.798841,4774567,4774452,,,419.000000,1065.03580713
11092,438,1666802821.000000,8.762144,50.798841,8.76449,50.800665,4774452,,,,360.000000,261.3798611
11092,438,1666804861.000000,8.76449,50.800665,8.774241,50.810971,,4774475,,,360.000000,1335.20120337
11092,438,1666827001.000000,8.774241,50.810971,8.77305,50.808867,4774475,4774295,,,600.000000,248.4707079
11092,438,1666830361.000000,8.77305,50.808867,8.76406,50.80327,4774295,13391482,,,3180.000000,886.79386651
11092,438,1666885141.000000,8.76406,50.80327,8.752965,50.798656,13391482,4774459,,,660.000000,933.3781063
11092,438,1666887481.000000,8.752965,50.798656,8.774697,50.803751,4774459,4774562,,,780.000000,1628.94793526
11092,438,1666892101.000000,8.774697,50.803751,8.781166,50.816653,4774562,4774485,,,720.000000,1504.92151589
11092,438,1666895581.000000,8.781166,50.816653,8.770072,50.804277,4774485,4774368,,,660.000000,1581.58244886
11092,438,1666903801.000000,8.770072,50.804277,8.762144,50.798841,4774368,4774452,,,840.000000,822.06048524
11092,438,1666959241.000000,8.770072,50.804277,8.773266,50.801337,4774368,4774527,,,180.000000,396.55144039
11092,438,1666984081.000000,8.773266,50.801337,8.770734,50.813691,4774527,6666288,,,540.000000,1385.17762828
11092,438,1666993501.000000,8.770734,50.813691,8.762144,50.798841,6666288,4774452,,,780.000000,1758.11364997
11092,438,1667078581.000000,8.762144,50.798841,8.770734,50.813691,4774452,6666288,,,720.000000,1758.11364997
11092,438,1667084101.000000,8.770734,50.813691,8.772191,50.794611,6666288,13391461,,,1740.000000,2124.07123401
11092,438,1667110021.000000,8.772191,50.794611,8.773736,50.819957,13391461,4774470,,,900.000000,2820.44065839
11092,438,1667119321.000000,8.773736,50.819957,8.77305,50.808867,4774470,4774295,,,540.000000,1234.09491832
11092,438,1667121541.000000,8.77305,50.808867,8.759248,50.804725,4774295,4774574,,,300.000000,1073.64848267
11092,438,1667126941.000000,8.759248,50.804725,8.775351,50.80807,4774574,4774360,,,3000.000000,1191.10408099
11092,438,1667132161.000000,8.775351,50.80807,8.773736,50.819957,4774360,4774470,,,480.000000,1326.63712248
11092,438,1667132761.000000,8.773736,50.819957,8.769918,50.807063,4774470,4774567,,,660.000000,1458.62712562
11092,438,1667134201.000000,8.769918,50.807063,8.771017,50.819869,4774567,13391374,,,1020.000000,1426.05609932
11092,438,1667148661.000000,8.771017,50.819869,8.769918,50.807063,13391374,4774567,,,660.000000,1426.05609932
11092,438,1667205181.000000,8.769918,50.807063,8.771448,50.807523,4774567,,,,480.000000,119.05698649
11092,438,1667206321.000000,8.771448,50.807523,8.772242,50.816058,,14235672,,,360.000000,950.68823073
11092,438,1667214241.000000,8.772242,50.816058,8.774681,50.822927,14235672,4774204,,,1200.000000,782.78067283
11092,438,1667217721.000000,8.774681,50.822927,8.779429,50.809813,4774204,4774503,,,4380.000000,1495.8773597
11092,438,1667414161.000000,8.779429,50.809813,8.774297,50.81915,4774503,,,,660.000000,1099.05423335
11092,438,1667417761.000000,8.774297,50.81915,8.775086,50.827921,,4774464,,,480.000000,976.86547302
11092,438,1667457721.000000,8.775086,50.827921,8.774241,50.810971,4774464,4774475,,,960.000000,1885.69115563
11092,438,1667493961.000000,8.774241,50.810971,8.770072,50.804277,4774475,4774368,,,540.000000,799.91106113
11092,438,1667494501.000000,8.770072,50.804277,8.774241,50.810971,4774368,4774475,,,360.000000,799.91106113
11092,438,1667500021.000000,8.774241,50.810971,8.773736,50.819957,4774475,4774470,,,420.000000,999.82866954
11092,438,1667514481.000000,8.773736,50.819957,8.774681,50.822927,4774470,4774204,,,300.000000,336.85505333
11092,438,1667545921.000000,8.774681,50.822927,8.774241,50.810971,4774204,4774475,,,420.000000,1329.80768853
11092,438,1667547721.000000,8.774241,50.810971,8.762144,50.798841,4774475,4774452,,,540.000000,1594.32464667
11092,438,1667549521.000000,8.775948,50.813203,8.766947,50.790362,4774305,4774539,,,900.000000,2617.39222158
11092,438,1667551081.000000,8.766947,50.790362,8.770072,50.804277,4774539,4774368,,,840.000000,1562.79001746
11092,438,1667558281.000000,8.770072,50.804277,8.775351,50.80807,4774368,4774360,,,360.000000,561.68402862
11092,438,1667560261.000000,8.775351,50.80807,8.770072,50.804277,4774360,4774368,,,420.000000,561.68402862
11092,438,1667564401.000000,8.770072,50.804277,8.771009,50.804769,4774368,,,,360.000000,85.60652883
11092,438,1667569501.000000,8.771009,50.804769,8.770072,50.804277,,4774368,,,480.000000,85.60652883
11092,438,1667569981.000000,8.770072,50.804277,8.773736,50.819957,4774368,4774470,,,480.000000,1762.44145858
11092,438,1667570701.000000,8.773736,50.819957,8.770734,50.813691,4774470,6666288,,,480.000000,727.96785637
11092,438,1667573521.000000,8.770734,50.813691,8.769918,50.807063,6666288,4774567,,,480.000000,739.22777867
11092,438,1667585041.000000,8.769918,50.807063,8.759248,50.804725,4774567,4774574,,,360.000000,793.5697021
11092,438,1667586181.000000,8.759248,50.804725,8.76406,50.80327,4774574,13391482,,,240.000000,374.86268041
11092,438,1667588581.000000,8.76406,50.80327,8.782821,50.805809,13391482,4774277,,,780.000000,1348.25834433
11092,438,1667613721.000000,8.782821,50.805809,8.775086,50.827921,4774277,4774464,,,840.000000,2518.07914194
11092,438,1667630581.000000,8.775086,50.827921,8.773736,50.819957,4774464,4774470,,,480.000000,890.62030663
11092,438,1667653861.000000,8.773736,50.819957,8.775351,50.80807,4774470,4774360,,,600.000000,1326.63712248
11092,438,1667660041.000000,8.775351,50.80807,8.773266,50.801337,4774360,4774527,,,360.000000,762.87836831
11092,438,1667751001.000000,8.773266,50.801337,8.779437,50.785589,4774527,4774375,,,1260.000000,1804.02059732
11092,438,1667753341.000000,8.779437,50.785589,8.774241,50.810971,4774375,4774475,,,1800.000000,2845.88059253
11092,438,1667770021.000000,8.774241,50.810971,8.775086,50.827921,4774475,4774464,,,1500.000000,1885.69115563
11092,438,1667816941.000000,8.775086,50.827921,8.771701,50.810444,4774464,,,,1560.000000,1957.85103979
11092,438,1668094921.000000,8.771701,50.810444,8.770734,50.813691,,6666288,,,360.000000,367.38739427
11092,438,1668095401.000000,8.770734,50.813691,8.769288,50.806071,6666288,,,,720.000000,853.37631802
11092,438,1668096361.000000,8.769288,50.806071,8.770072,50.804277,,4774368,,,360.000000,206.95172133
11092,438,1668103201.000000,8.770072,50.804277,8.775948,50.813203,4774368,4774305,,,780.000000,1074.97901972
11092,438,1668104761.000000,8.775948,50.813203,8.773736,50.819957,4774305,4774470,,,360.000000,766.9210144
11092,438,1668106081.000000,8.773736,50.819957,8.774681,50.822927,4774470,4774204,,,240.000000,336.85505333
11092,438,1668106621.000000,8.774681,50.822927,8.781166,50.816653,4774204,4774485,,,360.000000,833.20864346
11092,438,1668114601.000000,8.781166,50.816653,8.756796,50.836178,4774485,4774572,,,960.000000,2764.70436607
11092,438,1668174001.000000,8.756796,50.836178,8.771017,50.819869,4774572,13391374,,,1500.000000,2070.35663045
11092,438,1668416401.000000,8.771017,50.819869,8.769918,50.807063,13391374,4774567,,,540.000000,1426.05609932
11092,438,1668422401.000000,8.769918,50.807063,8.755909,50.795842,4774567,,,,960.000000,1589.35475132
11092,438,1668430261.000000,8.755909,50.795842,8.775351,50.80807,,4774360,,,1740.000000,1927.57292177
11092,438,1668435601.000000,8.775351,50.80807,8.759248,50.804725,4774360,4774574,,,480.000000,1191.10408099
11092,438,1668437461.000000,8.759248,50.804725,8.775086,50.827921,4774574,4774464,,,1320.000000,2809.04855003
11092,438,1668439921.000000,8.775086,50.827921,8.775351,50.80807,4774464,4774360,,,900.000000,2207.41203276
11092,438,1668440821.000000,8.775351,50.80807,8.770734,50.813691,4774360,6666288,,,360.000000,704.19820722
11092,438,1668489361.000000,8.76406,50.80327,8.773736,50.819957,13391482,4774470,,,540.000000,1976.13682331
11092,438,1668492001.000000,8.773736,50.819957,8.773266,50.801337,4774470,4774527,,,600.000000,2070.71572686
11092,438,1668494701.000000,8.773266,50.801337,8.780602,50.812779,4774527,5220935,,,480.000000,1372.75549129
11092,438,1668502501.000000,8.780602,50.812779,8.77305,50.808867,5220935,4774295,,,420.000000,686.13342067
11092,438,1668520201.000000,8.77305,50.808867,8.759248,50.804725,4774295,4774574,,,360.000000,1073.64848267
11092,438,1668524641.000000,8.759248,50.804725,8.760791,50.804381,4774574,,,,480.000000,114.97845947
11092,438,1668527341.000000,8.760791,50.804381,8.773266,50.801337,,4774527,,,300.000000,939.74449791
11092,438,1668535501.000000,8.773266,50.801337,8.752965,50.798656,4774527,4774459,,,480.000000,1457.53763466
11092,438,1668543721.000000,8.752965,50.798656,8.769918,50.807063,4774459,4774567,,,600.000000,1514.33811172
11092,438,1668547741.000000,8.769918,50.807063,8.774681,50.822927,4774567,4774204,,,720.000000,1795.45769593
11092,438,1668590341.000000,8.774681,50.822927,8.770734,50.813691,4774204,6666288,,,420.000000,1063.77112013
11092,438,1668594901.000000,8.770734,50.813691,8.775351,50.80807,6666288,4774360,,,360.000000,704.19820722
11092,438,1668604141.000000,8.775351,50.80807,8.774241,50.810971,4774360,4774475,,,240.000000,331.8717032
11092,438,1668608821.000000,8.774241,50.810971,8.773908,50.807559,4774475,,,,360.000000,380.11842876
11092,438,1668611341.000000,8.773908,50.807559,8.775948,50.813203,,4774305,,,420.000000,643.74551633
11092,438,1668623701.000000,8.775948,50.813203,8.775351,50.80807,4774305,4774360,,,300.000000,572.30364836
11092,438,1668624061.000000,8.775351,50.80807,8.759248,50.804725,4774360,4774574,,,420.000000,1191.10408099
11092,438,1668628141.000000,8.759248,50.804725,8.77305,50.808867,4774574,4774295,,,420.000000,1073.64848267
11092,438,1668692581.000000,8.77305,50.808867,8.780602,50.812779,4774295,5220935,,,360.000000,686.13342067
11092,438,1668725101.000000,8.780602,50.812779,8.769918,50.807063,5220935,4774567,,,1080.000000,983.62664813
11092,438,1668758341.000000,8.769918,50.807063,8.772242,50.816058,4774567,14235672,,,1500.000000,1013.4407472
11092,438,1668772201.000000,8.772242,50.816058,8.780602,50.812779,14235672,5220935,,,420.000000,691.31498264
11092,438,1668774001.000000,8.780602,50.812779,8.779451,50.811927,5220935,,,,180.000000,124.55986288
11092,438,1669021021.000000,8.779451,50.811927,8.770734,50.813691,,6666288,,,540.000000,643.09353412
11092,438,1669029121.000000,8.770734,50.813691,8.779429,50.809813,6666288,4774503,,,600.000000,747.77477638
11092,438,1669036921.000000,8.779429,50.809813,8.770734,50.813691,4774503,6666288,,,480.000000,747.77477638
11092,438,1669049101.000000,8.770734,50.813691,8.775086,50.827921,6666288,4774464,,,600.000000,1611.56896414
11092,438,1669049881.000000,8.775086,50.827921,8.759248,50.804725,4774464,4774574,,,960.000000,2809.04855003
11092,438,1669052101.000000,8.759248,50.804725,8.752965,50.798656,4774574,4774459,,,360.000000,806.45782595
11092,438,1669130641.000000,8.752965,50.798656,8.770072,50.804277,4774459,4774368,,,600.000000,1354.98564521
