"id","bike_type_id","computer_id"
221940,196,7551076601
46060,143,7551013335
651618,114,7551027141
75304,174,0
24525,174,0
38693,15,39952
11584,15,22676
48363,4,0
310805,150,7551094305
310225,71,7551038651
501004,150,7551027495
503391,150,7551057769
503161,150,7551058954
430773,150,7551055835
430059,71,7551029140
483480,184,7551084912
372955,204,7551150866
430935,150,7551061603
59512,4,0
500324,71,7551028972
931534,196,7551154461
374207,204,7551167430
374503,204,7551170975
31314,196,7551122248
58884,4,0
310819,150,7551094258
59293,4,0
430218,71,7551029282
88243,14,0
500759,71,7551038507
374118,204,7551166817
374134,204,7551166916
431904,196,7551124297
97480,174,0
75235,174,0
75618,174,0
68408,152,0
66279,15,34705
13963,15,20959
600399,71,7551077908
380103,196,7551118346
374022,204,7551172074
373842,204,7551137738
400299,196,83300000362
931514,196,7551152867
431777,196,7551124859
372985,204,7551149940
37194,120,7551120589
21852,196,7551112759
36210,71,7551110611
90133,71,7551026559
220330,196,7551108881
503255,150,7551060722
432268,196,7551160395
486741,208,7551048877
374052,204,7551170663
374270,204,7551169731
42127,150,7551113724
650282,71,7551015106
42092,150,7551115871
345431,192,7551115081
502170,150,7551038902
502162,150,7551037810
501909,150,7551038908
501828,150,7551034193
501769,150,7551038959
501729,150,7551038914
501711,150,7551027457
58373,4,0
501884,150,7551051763
374156,204,7551167336
501707,150,7551060090
374259,204,7551167276
373913,204,7551168130
310288,150,7551037385
310759,150,7551091611
310612,150,7551079073
310779,150,7551091663
310866,150,7551088713
310365,150,7551038531
11431,15,23764
29324,4,0
345958,192,7551115355
829246,15,20508
829245,15,39566
828227,150,7551088492
48539,198,7551088879
374133,204,7551167270
374201,204,7551167429
11885,15,24510
600471,71,7551081751
600455,71,7551081783
600040,71,7551056147
40227,14,0
48475,198,7551037000
431461,196,7551110114
88612,143,7551079744
931666,196,7551153589
931542,196,7551158185
374483,204,7551169422
373532,204,7551140428
840035,143,7551152506
34673,14,0
223273,196,7551059212
66018,152,0
222612,196,7551111392
57826,71,7551013445
380005,196,7551118959
59100,4,0
42744,150,7551037109
430597,150,7551062311
431280,196,7551111246
431899,196,7551124307
72317,71,7551002308
430056,71,7551025862
58516,4,0
372886,204,7551150400
613414,150,7551132191
613405,150,7551133195
610611,150,7551136126
610610,150,7551138063
610355,150,7551123694
610342,150,7551135675
610276,150,7551136885
610247,150,7551133493
373236,204,7551136795
373357,204,7551141499
373975,204,7551168913
59134,4,0
59530,4,0
48306,4,0
62696,4,0
840037,182,7551136727
483894,198,7551156350
825889,182,7551063661
613461,150,7551134949
372578,204,7551151259
373386,204,7551133240
374033,204,7551171722
372872,204,7551151160
88788,150,7551089380
88790,150,7551085599
65898,204,7551110415
88781,150,7551089615
92874,150,7551051644
46059,143,7551026306
530626,204,7551114267
372516,204,7551131373
825643,182,7551063643
931553,196,7551153273
400310,196,83300003993
372733,204,7551151264
68663,152,0
400466,196,83300000589
432287,196,7551157004
89308,143,7551084059
372602,204,7551150522
89256,143,7551094882
372788,204,7551149933
374402,204,7551169270
374479,204,7551172085
16024,15,39759
44984,71,7551058723
502242,196,7551125753
827444,15,20261
48716,198,7551068870
346363,192,7551115397
89298,143,7551094826
400249,150,83300004090
373014,204,7551151431
374360,204,7551169839
22662,4,0
23851,4,0
23796,4,0
89687,204,7551139765
931668,196,7551153146
931662,196,7551153521
931655,196,7551154380
931638,196,7551161331
931568,196,7551153404
931564,196,7551154379
931562,196,7551154371
931559,196,7551153279
931554,196,7551153280
931523,196,7551153492
400360,196,83300000288
89456,143,7551094146
373725,204,7551137740
900702,150,7551130450
49700,206,7551049013
49688,206,7551049007
400472,150,7551162293
54510,196,7551170819
48443,198,7551115170
530414,204,7551118359
373984,204,7551171663
829200,15,25636
372995,204,7551150751
373272,204,7551141390
374363,204,7551169446
373015,204,7551151467
76590,174,0
24762,174,0
26282,174,0
28253,174,0
75698,174,0
76769,174,0
26645,174,0
530492,204,7551117855
54641,196,7551171298
373504,204,7551128416
374129,204,7551166921
374492,204,7551171737
613468,150,7551137071
612789,150,7551133331
610720,150,7551131983
610629,150,7551132289
610624,150,7551136122
610379,150,7551137214
610289,150,7551143686
610222,150,7551137564
610196,150,7551137113
610129,150,7551134424
372959,204,7551152450
373866,204,7551168133
373364,204,7551131825
59123,4,0
58868,4,0
54942,150,7551076677
54878,150,7551077303
373554,204,7551140051
373826,204,7551135284
829152,15,23637
373567,204,7551132337
374499,204,7551171884
826803,15,23417
373387,204,7551133233
501916,150,7551035620
373159,204,7551149929
373426,204,7551136118
484839,198,7551156437
374074,204,7551166678
372815,204,7551151676
373277,204,7551134849
57165,71,7551013600
72472,71,7551013855
400585,150,7551131923
373902,204,7551168621
64526,71,7551088326
374001,204,7551170594
600295,71,7551056567
600183,71,7551056291
600095,71,7551057214
600710,71,7551077952
47161,15,21588
430946,150,7551058482
826934,15,21128
374152,204,7551168337
373767,204,7551142110
374475,204,7551172176
431666,196,7551126779
35333,15,29652
35343,15,25327
81129,15,28129
827004,15,38093
826055,182,7551094426
352065,224,7551080865
352029,150,7551059090
62550,4,0
34226,150,7551140064
431823,196,7551126159
530593,204,7551117490
372775,204,7551149927
222406,150,7551111494
373514,204,7551141204
14135,196,7551162175
372807,204,7551151322
372924,204,7551151326
374150,204,7551167267
401438,150,83300001098
58615,4,0
14003,15,39618
650035,71,7551057642
96468,174,0
400548,196,83300000273
430001,71,7551029209
431757,196,7551126123
502431,196,7551169829
502517,196,7551171371
372511,204,7551131291
58730,4,0
60019,4,0
58296,4,0
373835,204,7551143174
430321,71,7551025173
600420,71,7551057493
59095,4,0
58311,4,0
374120,204,7551154996
374279,204,7551171087
88631,143,7551094592
373278,204,7551089637
372866,204,7551151275
372751,204,7551149627
500515,71,7551021427
503062,196,7551108443
503285,150,7551080535
372664,204,7551151909
72055,71,7551017993
374431,204,7551171860
38738,15,27461
11153,15,27614
372621,204,7551150740
89340,143,7551085735
88887,150,7551087550
400476,196,83300001025
430653,150,7551062452
77976,4,0
432112,196,7551124544
374208,204,7551169276
373165,204,7551152411
80951,120,7551028747
373288,204,7551139010
77978,4,0
77934,4,0
77920,4,0
62627,4,0
432330,196,7551159272
372883,204,7551150762
374236,204,7551169568
224706,196,7551110646
373591,204,7551144063
373615,204,7551139970
310747,150,7551091656
25040,174,0
381365,196,7551110990
603024,71,7551011924
373551,204,7551141578
400463,150,7551157446
372598,204,7551150506
